Domaine;Domein;Année;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
PE délivrés;MV afgeleverd;2023;53;Dépôts (général);Opslagplaatsen (algemeen);7;4;3
PE délivrés;MV afgeleverd;2023;48;Traitement mécanique déchets non dangereux;Ongevaarlijke afvalstoffen (mechanische bewerking);5;0;5
PE délivrés;MV afgeleverd;2023;90;Magasins, supermarchés;Winkels, supermarkten;4;0;4
PE délivrés;MV afgeleverd;2023;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);3;1;2
PE délivrés;MV afgeleverd;2023;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;2;1;1
PE délivrés;MV afgeleverd;2023;224;Garages, parkings;Garages, parkings;2;0;2
PE délivrés;MV afgeleverd;2022;27;Amiante;Asbest;89;0;89
PE délivrés;MV afgeleverd;2022;132;Tours de refroidissement;Koeltorens;25;0;25
PE délivrés;MV afgeleverd;2022;45;Liquides, huiles usagées;Vloeistoffen, afvalolie;12;3;9
PE délivrés;MV afgeleverd;2022;53;Dépôts général;Algemene opslagplaats;10;0;10
PE délivrés;MV afgeleverd;2022;71;Gaz (traitement physique);Gas (fysische verwerking);7;1;6
PE délivrés;MV afgeleverd;2022;44;Déchetteries, parc, container, centre de tri;Afvalpark, containerpark, sorteercentrum;6;0;6
PE délivrés;MV afgeleverd;2022;15;Béton;Beton;1;0;1
PE délivrés;MV afgeleverd;2022;29;Chantiers;Werven;1;0;1
PE délivrés;MV afgeleverd;2022;105;Nettoyage à sec;Droogkuis;1;0;1
PE délivrés;MV afgeleverd;2022;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;0;0;0
PE délivrés;MV afgeleverd;2021;12;Automobiles, carwash, car-wash, voitures, véhicules;Automobielen, carwash, voertuigen;7;2;5
PE délivrés;MV afgeleverd;2021;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;4;2;2
PE délivrés;MV afgeleverd;2021;48;Déchets non dangereux (traitement mécanique);Niet gevaarlijke afvalstoffen (mechanische verwerking);3;0;3
PE délivrés;MV afgeleverd;2021;72;Gaz (réservoirs fixes);Gas (vaste recipiënten);3;0;3
PE délivrés;MV afgeleverd;2021;29;Chantiers;Werven;0;0;0
PE délivrés;MV afgeleverd;2021;73;Digesteur, réacteur, fermentation;Vergister, bioreactor, fermentatie;0;0;0
PE délivrés;MV afgeleverd;2021;86;Laiteries;Melkerijen;0;0;0
PE délivrés;MV afgeleverd;2021;89;Luna-parks;Lunaparken;0;0;0
PE délivrés;MV afgeleverd;2021;110;Peaux;Papier;0;0;0
PE délivrés;MV afgeleverd;2021;149;Vapeur (appareils à vapeur);Stoom (stoom-toestellen);0;0;0
PE délivrés;MV afgeleverd;2020;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;22;12;10
PE délivrés;MV afgeleverd;2020;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;5;0;5
PE délivrés;MV afgeleverd;2020;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;3;1;2
PE délivrés;MV afgeleverd;2020;114;Photo, laboratoire, développement;Foto, labo, ontwikkeling;0;0;0
PE délivrés;MV afgeleverd;2019;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);9;1;8
PE délivrés;MV afgeleverd;2019;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;1;0;1
PE délivrés;MV afgeleverd;2019;36;Colles (dépôts);Lijm (opslagplaat-sen);1;1;0
PE délivrés;MV afgeleverd;2019;44;Déchetteries, parc, container, centre de tri;Afvalpark, containerpark, sorteercentrum;1;0;1
PE délivrés;MV afgeleverd;2019;45;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2019;67;Morgues;Funeraria;0;0;0
PE délivrés;MV afgeleverd;2019;73;Digesteur, réacteur, fermentation;Vergister, bioreactor, fermentatie;0;0;0
PE délivrés;MV afgeleverd;2019;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;0;0;0
PE délivrés;MV afgeleverd;2019;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;0;0;0
PE délivrés;MV afgeleverd;2018;22;Boues (dépôts);Slib (opslag);5;0;5
PE délivrés;MV afgeleverd;2018;142;Textile, tissus, vêtements,;Textiel, stoffen, kleren;4;1;3
PE délivrés;MV afgeleverd;2018;125;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;3;0;3
PE délivrés;MV afgeleverd;2018;94;Matières synthétiques (dépôts);Kunststof (opslagplaatsen);2;0;2
PE délivrés;MV afgeleverd;2018;49;Déchets non dangereux;Niet gevaarlijke afvalstoffen;1;0;1
PE délivrés;MV afgeleverd;2018;78;Fabrique, Savon;Zeepfabrieken;0;0;0
PE délivrés;MV afgeleverd;2018;112;Produits phytopharmaceutiques (dépôt);Bestrijdingsmid-delen (opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2017;55;Electricité;Elektriciteit;55;4;51
PE délivrés;MV afgeleverd;2017;85;Laboratoires;Laboratoria;5;0;5
PE délivrés;MV afgeleverd;2017;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;0;0;0
PE délivrés;MV afgeleverd;2017;53;Dépôts général;Algemene opslagplaats;0;0;0
PE délivrés;MV afgeleverd;2017;72;Gaz;Gas;0;0;0
PE délivrés;MV afgeleverd;2017;114;Photo, laboratoire, développement;Foto, labo, ontwikkeling;0;0;0
PE délivrés;MV afgeleverd;2017;135;Musique;Muziek;0;0;0
PE délivrés;MV afgeleverd;2016;71;Gaz (traitement physique);Gas (fysische verwerking);33;8;25
PE délivrés;MV afgeleverd;2016;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);25;1;24
PE délivrés;MV afgeleverd;2016;151;Véhicules usagés (dépôts);Tweedehandswagens (opslagplaatsen);4;1;3
PE délivrés;MV afgeleverd;2016;1;Abattoirs;Slachtuizen;1;0;1
PE délivrés;MV afgeleverd;2016;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;1;1;0
PE délivrés;MV afgeleverd;2016;69;Gaz (butane-propane);Gas (butaan-propaan);1;0;1
PE délivrés;MV afgeleverd;2016;15;Béton;Beton;0;0;0
PE délivrés;MV afgeleverd;2016;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);0;0;0
PE délivrés;MV afgeleverd;2016;46;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2016;68;Garages, parkings;Garages, parkings;0;0;0
PE délivrés;MV afgeleverd;2016;76;Gélatine;Gelatine;0;0;0
PE délivrés;MV afgeleverd;2016;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
PE délivrés;MV afgeleverd;2016;86;Laiteries;Melkerijen;0;0;0
PE délivrés;MV afgeleverd;2016;122;Fruits, légumes, grossistes;Groenten, fruit, groothandels;0;0;0
PE délivrés;MV afgeleverd;2016;123;Marbre, pierre bleue;Marmer, blauwe steen;0;0;0
PE délivrés;MV afgeleverd;2016;132;Tours de refroidissement;Koeltorens;0;0;0
PE délivrés;MV afgeleverd;2015;132;Réfrigération (installation de);Koeling (inrichtingen);161;41;120
PE délivrés;MV afgeleverd;2015;68;Garages (couverts);Garages (overdekte);105;25;80
PE délivrés;MV afgeleverd;2015;104;Moteurs;Motoren;84;9;75
PE délivrés;MV afgeleverd;2015;28;Chantiers (construction);Werven (bouw);45;44;1
PE délivrés;MV afgeleverd;2015;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);27;8;19
PE délivrés;MV afgeleverd;2015;94;Matières synthétiques (dépôts);Kunststof (opslagplaatsen);17;8;9
PE délivrés;MV afgeleverd;2015;82;Imprimerie;Drukkerijen;10;1;9
PE délivrés;MV afgeleverd;2015;56;Epuration (Stations d’);Zuivering (stations);7;0;7
PE délivrés;MV afgeleverd;2015;120;Produits minéraux;Minerale producten;1;0;1
PE délivrés;MV afgeleverd;2015;131;Puits perdus;Zinkputten;1;1;0
PE délivrés;MV afgeleverd;2015;3;Accumulateurs électriques, UPS, serveurs, piles;Elektrische accumulatoren, UPS, servers;0;0;0
PE délivrés;MV afgeleverd;2015;46;Traitement déchets dangereux;Gevaarlijke  afvalstoffen (behandeling);0;0;0
PE délivrés;MV afgeleverd;2015;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;0;0;0
PE délivrés;MV afgeleverd;2015;88;Liquides inflammables;Ontvlambare vloeistoffen;0;0;0
PE délivrés;MV afgeleverd;2015;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;0;0;0
PE délivrés;MV afgeleverd;2015;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;0;0;0
PE délivrés;MV afgeleverd;2015;132;Tours de refroidissement;Koeltorens;0;0;0
PE délivrés;MV afgeleverd;2015;137;Sucre, chocolat, praline, bonbons;Suiker, pralines, chocolade, snoep;0;0;0
PE délivrés;MV afgeleverd;2015;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;0;0;0
PE délivrés;MV afgeleverd;2014;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);37;7;30
PE délivrés;MV afgeleverd;2014;18;Bois (travail);Hout (bewerking);9;0;9
PE délivrés;MV afgeleverd;2014;70;Gaz;Gas;4;0;4
PE délivrés;MV afgeleverd;2014;144;Textile (traitement mécanique);Textiel (mechanische bewerking);1;0;1
PE délivrés;MV afgeleverd;2014;146;Tirs;Schietstanden;1;0;1
PE délivrés;MV afgeleverd;2014;14;Piscines;Zwembaden;0;0;0
PE délivrés;MV afgeleverd;2014;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;0;0;0
PE délivrés;MV afgeleverd;2014;93;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2014;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;0;0;0
PE délivrés;MV afgeleverd;2014;160;Aérodrome;Luchtvaartterrein;0;0;0
PE délivrés;MV afgeleverd;2015;233;Véhicules (stationnement);Voertuigen (parkeren);13;0;13
PE délivrés;MV afgeleverd;2015;62;Forage;Boring;8;0;8
PE délivrés;MV afgeleverd;2015;70;Gaz;Gas;2;0;2
PE délivrés;MV afgeleverd;2015;1;Abattoirs;Slachtuizen;1;0;1
PE délivrés;MV afgeleverd;2015;133;Ruchers;Bijenkorven;0;0;0
PE délivrés;MV afgeleverd;2015;179;Bassins d’orage d’eaux pluviales;Stormbekkens;0;0;0
PE délivrés;MV afgeleverd;2014;105;Nettoyage à sec;Droogkuis;1;0;1
PE délivrés;MV afgeleverd;2014;128;Produits pharmaceutiques (préparation);Farmaceutische producten (aanmaak);1;0;1
PE délivrés;MV afgeleverd;2014;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;1;0;1
PE délivrés;MV afgeleverd;2014;95;Matières synthétiques (production);Kunststof (productie);0;0;0
PE délivrés;MV afgeleverd;2014;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;0;0;0
PE délivrés;MV afgeleverd;2024;48;Traitement mécanique déchets non dangereux;Ongevaarlijke afvalstoffen (mechanische bewerking);4;0;4
PE délivrés;MV afgeleverd;2024;62;Pompage d’essai, puits;Pompproef, proefpomping, put;4;0;4
PE délivrés;MV afgeleverd;2024;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;2;0;2
PE délivrés;MV afgeleverd;2024;14;Piscines;Zwembaden;1;0;1
PE délivrés;MV afgeleverd;2023;142;Textile, tissus, vêtements,;Textiel, stoffen, kleren;1;0;1
PE délivrés;MV afgeleverd;2022;28;Chantiers;Werven;35;35;0
PE délivrés;MV afgeleverd;2022;40;Combustion (installations de);Verbranding (inrichtingen);17;4;13
PE délivrés;MV afgeleverd;2022;112;Produits phytopharmaceutiques (dépôt);Bestrijdingsmid-delen (opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2021;68;Garages (couverts);Garages (overdekte);25;3;22
PE délivrés;MV afgeleverd;2021;179;Bassins d’orage d’eaux pluviales;Stormbekkens;24;6;18
PE délivrés;MV afgeleverd;2021;72;Réservoirs;Gasreservoirs;18;1;17
PE délivrés;MV afgeleverd;2021;72;Gaz;Gas;9;0;9
PE délivrés;MV afgeleverd;2021;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;3;0;3
PE délivrés;MV afgeleverd;2021;106;Os, déchets d'origine animale (dépôts);Beenderen, afvalstoffen van dierlijke oorsprong  (opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2020;233;Véhicules (stationnement);Voertuigen (parkeren);2;0;2
PE délivrés;MV afgeleverd;2020;24;Brasseries;Bierbrouwerijen;1;0;1
PE délivrés;MV afgeleverd;2020;124;Produits minéraux (dépôts fermés);Minerale producten (overdekte opslagplaatsen);1;0;1
PE délivrés;MV afgeleverd;2020;46;Déchets dangereux  (traitement);Gevaarlijke afvalstoffen (opslag);0;0;0
PE délivrés;MV afgeleverd;2020;170;Moteurs;Motoren;0;0;0
PE délivrés;MV afgeleverd;2019;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);18;1;17
PE délivrés;MV afgeleverd;2019;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;18;3;15
PE délivrés;MV afgeleverd;2019;21;Soda, alcool, bières, vins, jus;Dranken, bierbrouwerijen, frisdranken, alcohol, bieren, wijnen;3;0;3
PE délivrés;MV afgeleverd;2019;19;Bois (dépôts);Hout (opslagplaat-sen);2;1;1
PE délivrés;MV afgeleverd;2019;112;Produits phytopharmaceutiques (dépôt);Bestrijdingsmid-delen (opslagplaatsen);1;0;1
PE délivrés;MV afgeleverd;2019;78;Fabrique, Savon;Zeepfabrieken;0;0;0
PE délivrés;MV afgeleverd;2018;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);22;0;22
PE délivrés;MV afgeleverd;2018;224;Garages;Garages;20;0;20
PE délivrés;MV afgeleverd;2018;21;Soda, alcool, bières, vins, jus;Dranken, bierbrouwerijen, frisdranken, alcohol, bieren, wijnen;2;0;2
PE délivrés;MV afgeleverd;2018;173;Produits dangereux;Gevaarlijke producten;2;0;2
PE délivrés;MV afgeleverd;2018;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;0;0;0
PE délivrés;MV afgeleverd;2018;48;Traitement mécanique déchets non dangereux;Ongevaarlijke afvalstoffen (mechanische bewerking);0;0;0
PE délivrés;MV afgeleverd;2018;72;Réservoirs;Gasreservoirs;0;0;0
PE délivrés;MV afgeleverd;2018;93;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2018;123;Marbre, pierre bleue;Marmer, blauwe steen;0;0;0
PE délivrés;MV afgeleverd;2024;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;7;3;4
PE délivrés;MV afgeleverd;2024;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);4;0;4
PE délivrés;MV afgeleverd;2024;45;Liquides, huiles usagées;Vloeistoffen, afvalolie;2;1;1
PE délivrés;MV afgeleverd;2024;94;Plastic;Plastiek;1;0;1
PE délivrés;MV afgeleverd;2024;127;Produits  d'origine animale;Producten van dierlijke oorsprong;1;1;0
PE délivrés;MV afgeleverd;2023;19;Bois (dépôts);Hout (opslagplaat-sen);3;1;2
PE délivrés;MV afgeleverd;2023;221;STEP;Waterzuivering;1;0;1
PE délivrés;MV afgeleverd;2022;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;13;0;13
PE délivrés;MV afgeleverd;2022;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;9;4;5
PE délivrés;MV afgeleverd;2022;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2021;18;Bois (travail);Hout (bewerking);0;0;0
PE délivrés;MV afgeleverd;2021;105;Nettoyage à sec;Droogkuis;0;0;0
PE délivrés;MV afgeleverd;2021;149;Chaudière à vapeur industrielle;Industriële stoomketel;3;0;3
PE délivrés;MV afgeleverd;2021;98;Soudage, chalumeaux;Lassen, toortsen;2;0;2
PE délivrés;MV afgeleverd;2021;147;Café;Koffiebranderij;1;1;0
PE délivrés;MV afgeleverd;2021;45;DEEE (dépôt);AEEA (opslag);0;0;0
PE délivrés;MV afgeleverd;2021;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;0;0;0
PE délivrés;MV afgeleverd;2020;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;1;0;1
PE délivrés;MV afgeleverd;2018;88;Combustibles, essence;Brandstoffen, benzine;0;0;0
PE délivrés;MV afgeleverd;2018;90;Magasins, supermarchés;Winkels, supermarkten;0;0;0
PE délivrés;MV afgeleverd;2017;71;Gaz (traitement physique);Gas (fysische verwerking);40;8;32
PE délivrés;MV afgeleverd;2017;62;Permanent, puits;Permanente, waterput;0;0;0
PE délivrés;MV afgeleverd;2017;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;0;0;0
PE délivrés;MV afgeleverd;2017;109;Papier;Papier;0;0;0
PE délivrés;MV afgeleverd;2017;134;Produits d'origine végétale (dépôts de);Produkten van plantaardige oorsprong (opslagplaats voor);0;0;0
PE délivrés;MV afgeleverd;2017;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;0;0;0
PE délivrés;MV afgeleverd;2016;47;Déchets inertes (dépôts);Inerte afvalstoffen (opslagplaat-sen);12;2;10
PE délivrés;MV afgeleverd;2016;19;Bois (dépôts);Hout (opslagplaat-sen);11;2;9
PE délivrés;MV afgeleverd;2019;28;Polystyrène;Polystyreen;2;2;0
PE délivrés;MV afgeleverd;2019;218;Déchets non dangereux (Décharges);Ongevaarlijke afvalstoffen (stortplaatsen);2;0;2
PE délivrés;MV afgeleverd;2019;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;1;0;1
PE délivrés;MV afgeleverd;2019;129;Produits pharmaceutiques (dépôts);Farmaceutische producten (opslagplaatsen);1;0;1
PE délivrés;MV afgeleverd;2019;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;0;0;0
PE délivrés;MV afgeleverd;2018;108;Archives;Archieven;0;0;0
PE délivrés;MV afgeleverd;2018;114;Photo, laboratoire, développement;Foto, labo, ontwikkeling;0;0;0
PE délivrés;MV afgeleverd;2018;132;Frigo, HVAC, Split, chiller, air conditionné, groupe de froid, PAC;Chiller, split, HVAC, airconditioning, koelgroepen;0;0;0
PE délivrés;MV afgeleverd;2017;3;Accumulateurs électriques;Elektrische accumulatoren;53;2;51
PE délivrés;MV afgeleverd;2017;12;Automobiles (lavage);Auto's (wassen);11;2;9
PE délivrés;MV afgeleverd;2017;122;Produits d'origine végétale (dépôts de);Producten van plantaardige oorsprong (opslagplaat);9;3;6
PE délivrés;MV afgeleverd;2017;79;Hôpitaux, höpital, homes, maisons de retraite;Hospitaal, hospitalen, home, rusthuis, rust- en verzorgingstehuis;3;0;3
PE délivrés;MV afgeleverd;2017;36;Colles (dépôts);Lijm (opslagplaat-sen);1;1;0
PE délivrés;MV afgeleverd;2017;68;Garages, parkings;Garages, parkings;0;0;0
PE délivrés;MV afgeleverd;2017;78;Fabrique, Savon;Zeepfabrieken;0;0;0
PE délivrés;MV afgeleverd;2017;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
PE délivrés;MV afgeleverd;2017;89;Luna-parks;Lunaparken;0;0;0
PE délivrés;MV afgeleverd;2017;90;Magasins, supermarchés;Winkels, supermarkten;0;0;0
PE délivrés;MV afgeleverd;2017;155;Vernis, laques, peintures, colles, pigments et émaux, émaille;Vernis, lak, verf, lijmen, pigmenten en emaille;0;0;0
PE délivrés;MV afgeleverd;2016;25;Buanderies;Wasserijen;7;5;2
PE délivrés;MV afgeleverd;2016;233;Véhicules (stationnement);Voertuigen (parkeren);7;0;7
PE délivrés;MV afgeleverd;2016;82;Imprimerie;Drukkerijen;4;2;2
PE délivrés;MV afgeleverd;2016;44;Déchets (Centres de tri);Afvalstoffen (Sorteercentra);2;0;2
PE délivrés;MV afgeleverd;2016;19;Bois;Hout;0;0;0
PE délivrés;MV afgeleverd;2016;51;Déchets;Afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2015;25;Buanderies;Wasserijen;11;4;7
PE délivrés;MV afgeleverd;2015;128;Produits pharmaceutiques (préparation);Farmaceutische producten (aanmaak);1;0;1
PE délivrés;MV afgeleverd;2015;161;Véhicules hors d'usage, VHU;Afgedankte voertuigen;1;0;1
PE délivrés;MV afgeleverd;2015;16;Béton, fabrication, sol;Productie, vloer;0;0;0
PE délivrés;MV afgeleverd;2015;18;Menuiseries, scieries, charpenteries;Schrijnwerkerij, zagerij, timmerwerk;0;0;0
PE délivrés;MV afgeleverd;2015;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;0;0;0
PE délivrés;MV afgeleverd;2015;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;0;0;0
PE délivrés;MV afgeleverd;2015;91;Marbre;Marmer;0;0;0
PE délivrés;MV afgeleverd;2014;132;Réfrigération (installation de);Koeling (inrichtingen);147;44;103
PE délivrés;MV afgeleverd;2014;48;Déchets non dangereux (traitement mécanique);Niet gevaarlijke afvalstoffen (mechanische verwerking);20;4;16
PE délivrés;MV afgeleverd;2014;82;Imprimerie;Drukkerijen;7;0;7
PE délivrés;MV afgeleverd;2023;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;2;0;2
PE délivrés;MV afgeleverd;2023;82;Industrie graphique, sérigraphie, photocopieuses;Grafische industrie, zeefdruk, fotokopieermachine;1;0;1
PE délivrés;MV afgeleverd;2022;108;Archives;Archieven;9;0;9
PE délivrés;MV afgeleverd;2022;72;Gaz (réservoirs fixes);Gas (vaste recipiënten);4;0;4
PE délivrés;MV afgeleverd;2022;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;1;0;1
PE délivrés;MV afgeleverd;2022;18;Bois (travail);Hout (bewerking);0;0;0
PE délivrés;MV afgeleverd;2015;170;Moteurs;Motoren;0;0;0
PE délivrés;MV afgeleverd;2015;225;Bouteilles, bonbonnes, réservoirs;Gassen (vaste recipiënten);0;0;0
PE délivrés;MV afgeleverd;2014;56;Epuration (Stations d’);Zuivering (stations);9;1;8
PE délivrés;MV afgeleverd;2014;120;Produits minéraux;Minerale producten;3;0;3
PE délivrés;MV afgeleverd;2014;66;Fumier;Mest;1;0;1
PE délivrés;MV afgeleverd;2014;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;1;0;1
PE délivrés;MV afgeleverd;2014;45;Déchets dangereux liquides (dépôt);Gevaarlijke afvalstoffen (opslag);0;0;0
PE délivrés;MV afgeleverd;2014;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;0;0;0
PE délivrés;MV afgeleverd;2014;101;Métaux, tours;Metaaldraaibank;0;0;0
PE délivrés;MV afgeleverd;2014;108;Archives;Archieven;0;0;0
PE délivrés;MV afgeleverd;2014;122;Fruits, légumes, grossistes;Groenten, fruit, groothandels;0;0;0
PE délivrés;MV afgeleverd;2014;140;Tabac (fabrication);Tabak (productie);0;0;0
PE délivrés;MV afgeleverd;2014;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;0;0;0
PE délivrés;MV afgeleverd;2024;18;Bois (travail);Hout (bewerking);3;0;3
PE délivrés;MV afgeleverd;2024;62;Forage;Boring;3;0;3
PE délivrés;MV afgeleverd;2023;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;27;14;13
PE délivrés;MV afgeleverd;2023;12;Automobiles, carwash, car-wash, voitures, véhicules;Automobielen, carwash, voertuigen;12;4;8
PE délivrés;MV afgeleverd;2023;45;Déchets dangereux liquides;Gevaarlijke afvalstoffen;8;1;7
PE délivrés;MV afgeleverd;2023;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;6;1;5
PE délivrés;MV afgeleverd;2023;14;Piscines, thermes, jacuzzi;Zwembaden, thermen, jacuzzi;2;0;2
PE délivrés;MV afgeleverd;2023;94;Matières synthétiques (dépôts);Kunststof (opslagplaatsen);2;1;1
PE délivrés;MV afgeleverd;2023;98;Soudage, chalumeaux;Lassen, toortsen;2;0;2
PE délivrés;MV afgeleverd;2016;28;Chantiers (construction);Werven (bouw);50;50;0
PE délivrés;MV afgeleverd;2023;59;Explosifs, airbags;Explosieven, airbags;1;0;1
PE délivrés;MV afgeleverd;2023;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;1;0;1
PE délivrés;MV afgeleverd;2016;152;Véhicules (Stationnement);Voertuigen (parkeren);28;9;19
PE délivrés;MV afgeleverd;2023;97;Métaux (traitement chimique);Metalen (chemische bewerking);1;0;1
PE délivrés;MV afgeleverd;2016;99;Dégraissage, fontaine;Ontvettingsfontein;5;1;4
PE délivrés;MV afgeleverd;2022;46;Déchets dangereux;Gevaarlijke afvalstoffen;2;0;2
PE délivrés;MV afgeleverd;2022;82;Industrie graphique, sérigraphie, photocopieuses;Grafische industrie, zeefdruk, fotokopieermachine;1;0;1
PE délivrés;MV afgeleverd;2022;120;Produits minéraux;Minerale producten;1;0;1
PE délivrés;MV afgeleverd;2015;130;Produits chimiques (préparation);Scheikundige producten (productie);2;0;2
